sentences/sentence/0/text,sentences/sentence/0/Opinions/Opinion/0/_target,sentences/sentence/0/Opinions/Opinion/0/_category,sentences/sentence/0/Opinions/Opinion/0/_polarity,sentences/sentence/0/Opinions/Opinion/0/_from,sentences/sentence/0/Opinions/Opinion/0/_to,sentences/sentence/0/_id,_rid,sentences/sentence/0/Opinions/Opinion/1/_target,sentences/sentence/0/Opinions/Opinion/1/_category,sentences/sentence/0/Opinions/Opinion/1/_polarity,sentences/sentence/0/Opinions/Opinion/1/_from,sentences/sentence/0/Opinions/Opinion/1/_to,sentences/sentence/1/text,sentences/sentence/1/Opinions/Opinion/0/_target,sentences/sentence/1/Opinions/Opinion/0/_category,sentences/sentence/1/Opinions/Opinion/0/_polarity,sentences/sentence/1/Opinions/Opinion/0/_from,sentences/sentence/1/Opinions/Opinion/0/_to,sentences/sentence/1/_id,sentences/sentence/2/text,sentences/sentence/2/Opinions/Opinion/0/_target,sentences/sentence/2/Opinions/Opinion/0/_category,sentences/sentence/2/Opinions/Opinion/0/_polarity,sentences/sentence/2/Opinions/Opinion/0/_from,sentences/sentence/2/Opinions/Opinion/0/_to,sentences/sentence/2/_id,sentences/sentence/3/text,sentences/sentence/3/Opinions/Opinion/0/_target,sentences/sentence/3/Opinions/Opinion/0/_category,sentences/sentence/3/Opinions/Opinion/0/_polarity,sentences/sentence/3/Opinions/Opinion/0/_from,sentences/sentence/3/Opinions/Opinion/0/_to,sentences/sentence/3/_id,sentences/sentence/1/Opinions/Opinion/1/_target,sentences/sentence/1/Opinions/Opinion/1/_category,sentences/sentence/1/Opinions/Opinion/1/_polarity,sentences/sentence/1/Opinions/Opinion/1/_from,sentences/sentence/1/Opinions/Opinion/1/_to,sentences/sentence/0/Opinions/Opinion/2/_target,sentences/sentence/0/Opinions/Opinion/2/_category,sentences/sentence/0/Opinions/Opinion/2/_polarity,sentences/sentence/0/Opinions/Opinion/2/_from,sentences/sentence/0/Opinions/Opinion/2/_to,sentences/sentence/0/Opinions/Opinion/3/_target,sentences/sentence/0/Opinions/Opinion/3/_category,sentences/sentence/0/Opinions/Opinion/3/_polarity,sentences/sentence/0/Opinions/Opinion/3/_from,sentences/sentence/0/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/1/_target,sentences/sentence/2/Opinions/Opinion/1/_category,sentences/sentence/2/Opinions/Opinion/1/_polarity,sentences/sentence/2/Opinions/Opinion/1/_from,sentences/sentence/2/Opinions/Opinion/1/_to,sentences/sentence/1/Opinions/Opinion/2/_target,sentences/sentence/1/Opinions/Opinion/2/_category,sentences/sentence/1/Opinions/Opinion/2/_polarity,sentences/sentence/1/Opinions/Opinion/2/_from,sentences/sentence/1/Opinions/Opinion/2/_to,sentences/sentence/3/Opinions/Opinion/1/_target,sentences/sentence/3/Opinions/Opinion/1/_category,sentences/sentence/3/Opinions/Opinion/1/_polarity,sentences/sentence/3/Opinions/Opinion/1/_from,sentences/sentence/3/Opinions/Opinion/1/_to,sentences/sentence/4/text,sentences/sentence/4/Opinions/Opinion/0/_target,sentences/sentence/4/Opinions/Opinion/0/_category,sentences/sentence/4/Opinions/Opinion/0/_polarity,sentences/sentence/4/Opinions/Opinion/0/_from,sentences/sentence/4/Opinions/Opinion/0/_to,sentences/sentence/4/_id,sentences/sentence/5/text,sentences/sentence/5/Opinions/Opinion/0/_target,sentences/sentence/5/Opinions/Opinion/0/_category,sentences/sentence/5/Opinions/Opinion/0/_polarity,sentences/sentence/5/Opinions/Opinion/0/_from,sentences/sentence/5/Opinions/Opinion/0/_to,sentences/sentence/5/_id,sentences/sentence/6/text,sentences/sentence/6/Opinions/Opinion/0/_target,sentences/sentence/6/Opinions/Opinion/0/_category,sentences/sentence/6/Opinions/Opinion/0/_polarity,sentences/sentence/6/Opinions/Opinion/0/_from,sentences/sentence/6/Opinions/Opinion/0/_to,sentences/sentence/6/_id,sentences/sentence/0/Opinions/Opinion/4/_target,sentences/sentence/0/Opinions/Opinion/4/_category,sentences/sentence/0/Opinions/Opinion/4/_polarity,sentences/sentence/0/Opinions/Opinion/4/_from,sentences/sentence/0/Opinions/Opinion/4/_to,sentences/sentence/0/Opinions/Opinion/5/_target,sentences/sentence/0/Opinions/Opinion/5/_category,sentences/sentence/0/Opinions/Opinion/5/_polarity,sentences/sentence/0/Opinions/Opinion/5/_from,sentences/sentence/0/Opinions/Opinion/5/_to,sentences/sentence/0/Opinions/Opinion/6/_target,sentences/sentence/0/Opinions/Opinion/6/_category,sentences/sentence/0/Opinions/Opinion/6/_polarity,sentences/sentence/0/Opinions/Opinion/6/_from,sentences/sentence/0/Opinions/Opinion/6/_to,sentences/sentence/1/Opinions/Opinion/3/_target,sentences/sentence/1/Opinions/Opinion/3/_category,sentences/sentence/1/Opinions/Opinion/3/_polarity,sentences/sentence/1/Opinions/Opinion/3/_from,sentences/sentence/1/Opinions/Opinion/3/_to,sentences/sentence/2/Opinions/Opinion/2/_target,sentences/sentence/2/Opinions/Opinion/2/_category,sentences/sentence/2/Opinions/Opinion/2/_polarity,sentences/sentence/2/Opinions/Opinion/2/_from,sentences/sentence/2/Opinions/Opinion/2/_to,sentences/sentence/2/Opinions/Opinion/3/_target,sentences/sentence/2/Opinions/Opinion/3/_category,sentences/sentence/2/Opinions/Opinion/3/_polarity,sentences/sentence/2/Opinions/Opinion/3/_from,sentences/sentence/2/Opinions/Opinion/3/_to
They have the best Pad Thai!,Pad Thai,FOOD#QUALITY,positive,19,27,345:0,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This place has friendly cool staff and atmosphere, separated smoking room,generous menu,NOT for professionals though!",staff,SERVICE#GENERAL,positive,29,34,346:0,346,atmosphere,AMBIENCE#GENERAL,positive,39,49,,,,,,,,,,,,,,,,,,,,,,,,,,,smoking room,AMBIENCE#GENERAL,positive,61,73,menu,FOOD#STYLE_OPTIONS,positive,83,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Must try: truffles scrambled eggs, crab tiramisu and wagyu",truffles scrambled eggs,FOOD#QUALITY,positive,10,33,347:0,347,crab tiramisu,FOOD#QUALITY,positive,35,48,,,,,,,,,,,,,,,,,,,,,,,,,,,wagyu,FOOD#QUALITY,positive,53,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place has the worst service I don't care that it has an outdoor seating that people rave about !,service,SERVICE#GENERAL,negative,25,32,348:0,348,outdoor seating,AMBIENCE#GENERAL,negative,61,76,In fact it's UGLY:neutral_face: and most of the food isn't available,food,FOOD#STYLE_OPTIONS,negative,48,52,348:1,,,,,,,,,,,,,,,,RESTAURANT#GENERAL,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for take-away the service is rather slow,service,SERVICE#GENERAL,negative,18,25,349:0,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Go when it's real busy for fresh foods.,foods,FOOD#QUALITY,positive,33,38,350:0,350,,,,,,"They ask for gratuity when you 1st pay, save it for the table to see how service is.",,,,,,350:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowest drive through ever.,,SERVICE#GENERAL,negative,0,0,351:0,351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Try Taqueria - L3 #03-29: Being intense foodies, we had the privilege to try the most unique Taco experience bar none.",Taqueria,RESTAURANT#GENERAL,positive,4,12,352:0,352,Taco experience bar,RESTAURANT#GENERAL,positive,93,112,"Bite & texture of the shell makes it all; Pollo, Carne, Pescado, all superb!!",Pollo,FOOD#QUALITY,positive,42,47,352:1,,,,,,,,,,,,,,,Carne,FOOD#QUALITY,positive,49,54,,,,,,,,,,,,,,,,Pescado,FOOD#QUALITY,positive,56,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOOD#QUALITY,positive,0,0,,,,,,,,,,
I don't understand any of these reviews.,,,,,,353:0,353,,,,,,Chewy calamari.,calamari,FOOD#QUALITY,negative,6,14,353:1,Salads swimming in dressing.,Salads,FOOD#QUALITY,negative,0,6,353:2,Clumpy oily cream sauce.,cream sauce,FOOD#QUALITY,negative,12,23,353:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warm beer.,beer,DRINKS#QUALITY,negative,5,9,353:4,Blech!,,RESTAURANT#GENERAL,negative,0,0,353:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I loved the philly steak sandwich, recommended :thumbs_up:",philly steak sandwich,FOOD#QUALITY,positive,12,33,354:0,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like this one better than most in the area,,RESTAURANT#GENERAL,positive,0,0,355:0,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's called The Diner now...FYI,,,,,,356:0,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try their 2ar3 3assal great way to end up a meal,2ar3 3assal,FOOD#QUALITY,positive,10,21,357:0,357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try the 5th!!,,,,,,358:0,358,,,,,,They are always a great suprise!!,,,,,,358:1,They run awesome specials daily!!,specials,FOOD#QUALITY,positive,17,25,358:2,Just ask!!,,,,,,358:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was so hot my kids refused to eat.,,AMBIENCE#GENERAL,negative,0,0,359:0,359,,,,,,The air conditioning is on but it is cooler outside (with a breeze) than inside.,air conditioning,AMBIENCE#GENERAL,negative,4,20,359:1,They think they are saving a few pennies...,,SERVICE#GENERAL,negative,0,0,359:2,It was empty on a Wed afternoon,,,,,,359:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't get the reuben.,reuben,FOOD#QUALITY,negative,14,20,360:0,360,,,,,,One of the worst I've ever had.,,FOOD#QUALITY,negative,0,0,360:1,"The other menu items I've had are quite good, however.",menu items,FOOD#QUALITY,positive,10,20,360:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mixed with almond, chocolatechips, blueberry, crushedgrahams.",,,,,,361:0,361,,,,,,Soo yummy!!,,FOOD#QUALITY,positive,0,0,361:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order the iced green tea strawberry creme ....So good,iced green tea strawberry creme,FOOD#QUALITY,positive,10,41,362:0,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's not on the menu as a dipping sauce, but ask for the Creamy Jalapeño sauce as a dip for your tortilla chips",Creamy Jalapeño sauce,FOOD#QUALITY,positive,57,78,363:0,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm having sirloin with BBQ sauce and mozzarella cheese mushroom burger,,,,,,364:0,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good beer, tourist prices ;)",beer,DRINKS#QUALITY,positive,5,9,365:0,365,,RESTAURANT#PRICES,negative,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nice and quite place with relaxed atmosphere at the midst of the relatively business district.,place,RESTAURANT#GENERAL,positive,15,20,366:0,366,atmosphere,AMBIENCE#GENERAL,positive,34,44,"Great place for Friends, Family, and couples during the evening.",place,RESTAURANT#MISCELLANEOUS,positive,6,11,366:1,Need to improve the service though!,service,SERVICE#GENERAL,negative,20,27,366:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expensive and not very authentic.,,RESTAURANT#PRICES,negative,0,0,367:0,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed is sausagefest.,,,,,,368:0,368,,,,,,Thurs/Fri are the best nights,Thurs/Fri are the best nights,RESTAURANT#MISCELLANEOUS,positive,0,29,368:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The brownie was quite tasty,brownie,FOOD#QUALITY,positive,4,11,369:0,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The dish is great, some are so-so but still great.",dish,FOOD#QUALITY,positive,4,8,370:0,370,some,FOOD#QUALITY,neutral,19,23,Love the salad and fruit bar.,salad and fruit bar,FOOD#STYLE_OPTIONS,positive,9,28,370:1,Fancy interior design.,interior design,AMBIENCE#GENERAL,positive,6,21,370:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8pc spicy tuna roll for only $2!,picy tuna roll,FOOD#PRICES,positive,5,19,371:0,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pork tacos a little salty but good size portion.,Pork tacos,FOOD#QUALITY,neutral,0,10,372:0,372,portion,FOOD#STYLE_OPTIONS,positive,40,47,Love the strawberry salad :),strawberry salad,FOOD#QUALITY,positive,9,25,372:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love the whole wheat bread...,whole wheat bread,FOOD#QUALITY,positive,9,26,373:0,373,,,,,,Just noticed today that CF sells a whole baguette.,,,,,,373:1,Yummmmy!!,,FOOD#QUALITY,positive,0,0,373:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Really great pho in a hole in the wall on Colfax.,pho,FOOD#QUALITY,positive,13,16,374:0,374,,,,,,Get the beef pho! (and they deliver),beef pho,FOOD#QUALITY,positive,8,16,374:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the baby back ribs & shrimp is always da best.... ♡,baby back ribs & shrimp,FOOD#QUALITY,positive,4,27,375:0,375,,FOOD#QUALITY,positive,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you're in lewiston,ME,you cant deny yourself the best atmosphere and the friendliest service you will ever find at a restaurant.",atmosphere,AMBIENCE#GENERAL,positive,57,67,376:0,376,service,SERVICE#GENERAL,positive,88,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet & Chilli chicken!!!,Sweet & Chilli chicken,FOOD#QUALITY,positive,0,22,377:0,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El meseroo distraidooo -_____-,,,,,,378:0,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Absolutely the best little coffee shop around... one of everything... mix your own flavors of coffee beans,...",coffee shop,RESTAURANT#GENERAL,positive,27,38,379:0,379,flavors of coffee beans,FOOD#STYLE_OPTIONS,positive,83,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
One of my fav burger joint.,burger joint,RESTAURANT#GENERAL,positive,14,26,380:0,380,,,,,,If u love classic you get The Shack and their signature frieds.,signature frieds,FOOD#QUALITY,positive,46,62,380:1,More click here : http://www.taufulou.com/2013/06/28/kgb-jalan-telawi-bangsar/,,,,,,380:2,,,,,,,,Shack,FOOD#PRICES,positive,30,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Try Por Pia Thod n' Tod Mun Pla or Goong,Por Pia Thod,FOOD#QUALITY,positive,4,16,381:0,381,Tod Mun Pla,FOOD#QUALITY,positive,20,31,,,,,,,,,,,,,,,,,,,,,,,,,,,Goong,FOOD#QUALITY,positive,35,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forgot to mention, cash only!",,,,,,382:0,382,,,,,,So be prepared.,,,,,,382:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday brunch is awesome,brunch,FOOD#QUALITY,positive,7,13,383:0,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Call ahead to get a Hot-N-Ready pizza!,Hot-N-Ready pizza,FOOD#QUALITY,positive,20,37,384:0,384,,,,,,They never have any ready don't know why they call it that then!!!,,,,,,384:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Love all Cuban food, here the best menu item is the roast pork",food,FOOD#QUALITY,positive,15,19,385:0,385,roast pork,FOOD#QUALITY,positive,52,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just amazing burgers!,burgers,FOOD#QUALITY,positive,13,20,386:0,386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Downstairs.,,,,,,387:0,387,,,,,,Photobooth.,,,,,,387:1,Huge mirrored bathrooms.,,,,,,387:2,Groupergram fun.,,,,,,387:3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For WiFi, use Kepler's",,,,,,388:0,388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order your favorite breakfast or brunch item on a weekend (I recommend the Nova on a Bagel) and do some people watching in Lake Worth.,Nova on a Bagel,FOOD#QUALITY,positive,75,90,389:0,389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phone number 973-484-5718 so I don't have to keep asking Herb lol,,,,,,390:0,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Request Jessica as your server, she's great!",Jessica,SERVICE#GENERAL,positive,8,15,391:0,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No drive-through, so have fun navigating the horrible parking lot and snarled entryway.",,RESTAURANT#MISCELLANEOUS,negative,0,0,392:0,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Might be the best sandwich spot I've been to.,sandwich spot,RESTAURANT#GENERAL,positive,18,31,393:0,393,,,,,,Be prepared to wait in line...,,SERVICE#GENERAL,negative,0,0,393:1,The wait is worth it.,,FOOD#QUALITY,positive,0,0,393:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food is awesome!,Food,FOOD#QUALITY,positive,0,4,394:0,394,,,,,,The Wait staff is cool and helpful.,Wait staff,SERVICE#GENERAL,positive,4,14,394:1,Really good live music!,live music,AMBIENCE#GENERAL,positive,12,22,394:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garlic bread-> heaven,Garlic bread,FOOD#QUALITY,positive,0,12,395:0,395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This place gives Hot Doug's a run for it's money.,place,RESTAURANT#PRICES,positive,5,10,396:0,396,,,,,,"If they had duck fat fries and a foie gras dog, I'd never go to Chicago again.",,,,,,396:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Use the door on the left!!!!,,,,,,397:0,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I had a meal where the staff from the senior manger to junior team took care of me.,staff,SERVICE#GENERAL,positive,23,28,398:0,398,senior manger,SERVICE#GENERAL,positive,38,51,Very satisfying customer service & good taste,service,SERVICE#GENERAL,positive,25,32,398:1,,,,,,,,,,,,,,,taste,FOOD#QUALITY,positive,40,45,junior team,SERVICE#GENERAL,positive,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stupid Time Machine now resides at The New Movement (1919 Burgundy) so check out COMEDY BEAST at 8:30 here EVERY TUESDAY!,,,,,,399:0,399,,,,,,Shit WILL get cray.,,RESTAURANT#GENERAL,negative,0,0,399:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm the only thing good in here,,RESTAURANT#GENERAL,negative,0,0,400:0,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the fries are good,fries,FOOD#QUALITY,positive,4,9,401:0,401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazing dumplings.,dumplings,FOOD#QUALITY,positive,8,17,402:0,402,,,,,,But I somehow like the pan fried better.,pan,FOOD#QUALITY,negative,23,26,402:1,The non-veg combo is also a good deal :D,non-veg combo,FOOD#PRICES,positive,4,17,402:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-4-1 all day every day,,,,,,403:0,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need to take some time to find this restaurant as the road is vry dark.,,LOCATION#GENERAL,negative,0,0,404:0,404,,,,,,Worth the trip!,,RESTAURANT#GENERAL,positive,0,0,404:1,"Must try the steam fish, salted egg sotong, & pork hand!",steam fish,FOOD#QUALITY,positive,13,23,404:2,,,,,,,,,,,,,,,,,,,,,,,salted egg sotong,FOOD#QUALITY,positive,25,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pork hand,FOOD#QUALITY,positive,46,55,,,,,
Love the banana foster and red velvet,banana foster and red velvet,FOOD#QUALITY,positive,9,37,405:0,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
